pid,occupation,exposure,female,age,master,stem,tier1,months_grad,employed,parent_edu,internship,income,retained,phcd1,phcd2,phcd3,phcd4,anx1,anx2,anx3,anx4,lit1,lit2,lit3,lit4,sup1,sup2,sup3,sup4,adp1,adp2,adp3,adp4,avd1,avd2,avd3,mkr1,mkr2,mkr3,reskill_hours
942,Construction site management,0.22,1,25,0,0,0,33,0,1,0,0.0,1,3,2,2,3,4,4,3,4,3,3,4,2,5,4,4,5,4.0,2.0,4.0,3.0,6.0,6.0,5.0,4,4,5,34.0
943,Education and training,0.55,0,21,0,1,1,27,1,0,1,7100.0,1,4,4,3,6,2,2,2,3,6,5,3,4,3,4,2,2,3.0,2.0,3.0,1.0,3.0,3.0,5.0,4,5,4,3.0
944,Marketing and e-commerce,0.6,0,22,0,0,0,7,1,1,1,6000.0,1,3,2,3,3,4,3,4,5,3,6,5,5,6,4,5,2,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5,5,4,21.0
945,Public sector and institutions,0.5,0,24,0,0,0,31,1,0,0,9900.0,1,4,4,4,5,5,4,4,4,2,4,1,2,4,4,3,6,2.0,3.0,6.0,3.0,4.0,5.0,7.0,3,3,5,7.0
946,Education and training,0.55,0,25,0,0,0,33,0,0,1,0.0,1,2,3,3,4,3,1,4,3,5,4,4,4,3,2,2,3,2.0,5.0,4.0,4.0,4.0,3.0,3.0,6,6,5,47.0
947,Public sector and institutions,0.5,1,26,1,0,1,24,1,1,1,7500.0,1,4,3,3,2,3,3,5,4,1,2,3,2,3,4,3,5,3.0,1.0,4.0,4.0,4.0,4.0,3.0,5,5,5,6.0
948,Software and IT services,0.86,0,25,0,1,0,11,1,0,1,3600.0,1,5,5,3,5,3,3,4,3,4,5,5,3,4,4,3,3,2.0,3.0,4.0,2.0,1.0,3.0,3.0,4,2,5,27.0
949,"Banking, securities and finance",0.71,0,21,0,1,0,21,1,0,1,5700.0,0,4,7,4,6,7,6,7,6,4,5,5,7,4,4,4,3,,,,,,,,5,7,7,
950,Customer service and operations,0.64,0,23,0,0,0,7,0,1,0,0.0,1,4,3,4,2,5,6,4,5,3,2,3,1,1,3,3,4,3.0,4.0,4.0,3.0,4.0,4.0,5.0,2,2,2,12.0
951,Education and training,0.55,1,25,1,1,0,30,1,0,1,5400.0,1,4,5,4,4,5,4,5,4,6,6,4,2,6,6,6,6,7.0,7.0,7.0,7.0,5.0,4.0,4.0,3,2,3,160.0
952,Design and creative services,0.66,1,24,0,0,1,13,1,0,1,6200.0,1,5,6,5,2,5,5,3,4,4,6,5,7,4,4,3,4,5.0,7.0,6.0,5.0,5.0,4.0,5.0,3,3,3,63.0
953,Design and creative services,0.66,1,21,0,0,0,35,1,1,0,3600.0,1,7,4,5,4,5,2,4,3,3,3,3,3,5,5,4,4,5.0,4.0,5.0,3.0,1.0,1.0,1.0,4,4,3,24.0
954,Public sector and institutions,0.5,0,23,0,0,0,36,1,0,1,8000.0,1,1,3,1,3,5,3,2,4,6,4,3,4,4,5,4,5,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4,4,5,4.0
955,"Banking, securities and finance",0.71,0,23,0,1,0,6,1,1,1,7200.0,1,5,6,5,6,3,3,4,4,4,5,4,4,7,7,7,6,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3,3,3,30.0
956,Hospitality and retail,0.25,0,25,1,0,0,19,1,0,0,9000.0,1,3,3,4,2,5,3,2,5,5,5,5,5,3,3,2,4,4.0,4.0,5.0,7.0,5.0,3.0,4.0,2,2,4,29.0
957,Construction site management,0.22,0,24,0,1,1,36,0,0,1,0.0,1,5,3,5,2,4,3,3,6,2,2,3,2,6,5,5,4,2.0,6.0,3.0,1.0,4.0,3.0,3.0,5,3,5,8.0
958,Customer service and operations,0.64,1,23,0,1,0,7,1,0,1,3500.0,1,4,5,5,4,6,6,7,6,4,5,4,5,2,1,3,4,3.0,4.0,4.0,4.0,7.0,5.0,5.0,2,3,2,27.0
959,Public sector and institutions,0.5,1,25,0,0,0,9,1,0,1,5600.0,0,6,4,4,2,5,4,5,3,2,1,1,3,5,3,2,3,,,,,,,,2,2,2,
960,Legal services,0.68,0,21,0,0,1,28,0,0,1,0.0,1,5,3,3,4,1,2,2,2,4,4,3,4,4,3,4,3,3.0,5.0,2.0,3.0,4.0,6.0,4.0,6,6,5,17.0
961,Human resources,0.62,0,27,1,1,0,34,1,1,0,11100.0,1,3,4,4,4,2,4,3,3,3,5,5,3,4,5,4,5,3.0,3.0,3.0,3.0,3.0,5.0,5.0,6,7,5,22.0
962,Accounting and audit,0.82,1,24,0,1,0,33,1,0,1,7300.0,1,5,5,6,6,3,4,3,5,3,3,3,4,4,6,6,4,5.0,5.0,6.0,6.0,4.0,3.0,3.0,2,4,4,22.0
963,Education and training,0.55,0,22,0,0,0,16,1,0,1,6400.0,1,4,4,2,3,3,4,3,3,2,2,5,3,5,4,4,4,5.0,6.0,4.0,5.0,6.0,5.0,5.0,5,6,6,44.0
964,Customer service and operations,0.64,1,21,0,0,0,33,1,0,1,6700.0,1,7,6,5,6,6,6,5,5,3,4,3,4,3,3,2,2,3.0,5.0,6.0,4.0,5.0,7.0,7.0,3,5,6,15.0
965,"Content, media and communication",0.76,0,25,1,0,0,15,0,0,1,0.0,0,5,6,5,7,6,5,4,5,3,3,3,5,5,4,5,4,,,,,,,,6,7,4,
966,"Content, media and communication",0.76,0,21,0,1,0,7,0,1,1,0.0,0,6,4,3,5,2,3,2,3,4,5,5,5,7,7,5,6,,,,,,,,2,2,3,
967,Public sector and institutions,0.5,0,22,0,1,1,10,1,1,1,3400.0,1,6,4,5,5,4,1,4,2,1,2,1,3,4,2,5,5,3.0,4.0,4.0,3.0,3.0,4.0,2.0,5,5,5,27.0
968,Logistics and supply chain,0.33,0,22,0,0,0,10,1,0,1,4900.0,0,5,3,4,3,3,2,4,3,2,3,2,1,5,4,5,6,,,,,,,,4,5,5,
969,Customer service and operations,0.64,0,23,0,0,0,29,1,0,1,3500.0,1,3,5,2,5,5,3,2,4,2,1,1,2,5,6,6,4,5.0,7.0,5.0,6.0,4.0,4.0,3.0,3,7,7,115.0
970,Mechanical and civil engineering,0.42,0,21,0,1,1,13,0,0,1,0.0,1,3,2,5,3,4,4,3,2,3,3,3,3,3,2,2,2,3.0,3.0,5.0,6.0,4.0,5.0,6.0,1,2,4,22.0
971,Marketing and e-commerce,0.6,1,24,1,0,1,25,1,1,1,4700.0,1,6,6,4,5,4,3,4,3,4,5,4,4,7,7,7,7,4.0,5.0,5.0,4.0,2.0,2.0,2.0,2,2,3,20.0
972,"Content, media and communication",0.76,0,26,1,0,0,6,1,0,0,2900.0,1,7,7,7,7,5,7,7,7,4,4,5,3,3,2,2,3,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5,5,7,7.0
973,"Content, media and communication",0.76,0,24,1,1,0,6,1,1,0,9100.0,1,6,5,5,6,2,4,1,2,2,1,2,2,6,6,6,6,6.0,5.0,5.0,6.0,4.0,5.0,3.0,4,4,4,39.0
974,"Banking, securities and finance",0.71,0,23,0,1,0,35,1,0,0,6000.0,1,5,5,5,5,6,3,4,4,4,4,4,5,5,4,7,5,5.0,3.0,7.0,6.0,5.0,6.0,5.0,4,4,5,11.0
975,Marketing and e-commerce,0.6,1,22,0,1,0,11,1,0,1,3600.0,0,3,4,4,2,3,3,2,2,2,5,5,6,4,3,2,3,,,,,,,,4,4,5,
976,Mechanical and civil engineering,0.42,0,22,0,0,0,4,1,0,0,7300.0,1,1,1,2,2,4,6,6,5,5,3,3,4,2,2,2,2,3.0,2.0,2.0,4.0,1.0,4.0,3.0,2,3,3,7.0
977,Education and training,0.55,1,22,0,0,0,6,1,1,0,10500.0,1,3,3,3,2,4,3,3,2,4,2,2,1,3,3,3,5,1.0,2.0,5.0,5.0,4.0,6.0,5.0,5,4,4,8.0
978,Marketing and e-commerce,0.6,0,24,0,0,1,20,1,0,1,7700.0,1,2,2,2,4,5,4,5,4,5,5,4,4,6,7,5,6,5.0,5.0,6.0,6.0,2.0,5.0,4.0,5,3,5,75.0
979,Administrative and clerical,0.74,1,23,0,1,1,22,1,1,0,5500.0,1,5,7,5,5,6,6,5,5,1,4,3,2,6,4,5,5,4.0,5.0,5.0,2.0,6.0,7.0,7.0,2,2,4,7.0
980,"Banking, securities and finance",0.71,0,22,0,1,0,23,1,0,1,9700.0,1,6,6,6,6,5,5,4,4,2,2,1,3,4,4,5,5,3.0,3.0,3.0,2.0,2.0,3.0,3.0,7,4,5,12.0
981,Hospitality and retail,0.25,0,21,0,1,0,29,1,1,0,8600.0,0,4,4,3,2,4,3,4,3,4,3,3,3,6,4,4,1,,,,,,,,5,4,3,
982,Accounting and audit,0.82,0,22,0,0,0,6,1,0,1,9300.0,1,5,4,5,4,7,5,6,5,2,2,2,3,5,5,6,3,4.0,2.0,2.0,5.0,5.0,6.0,6.0,4,4,3,15.0
983,Customer service and operations,0.64,0,21,0,0,0,26,0,0,1,0.0,1,5,4,4,4,4,4,4,5,6,3,5,5,6,6,5,7,5.0,5.0,5.0,4.0,5.0,7.0,5.0,4,2,2,31.0
984,Human resources,0.62,0,24,0,0,0,9,1,0,1,6400.0,1,4,5,5,4,4,5,4,5,3,3,3,1,5,2,3,4,3.0,5.0,4.0,4.0,2.0,5.0,4.0,3,2,4,10.0
985,Human resources,0.62,1,22,0,0,1,5,0,0,1,0.0,1,4,4,5,4,3,3,3,3,6,3,4,6,5,4,4,4,5.0,6.0,4.0,4.0,4.0,3.0,4.0,2,3,4,40.0
986,Customer service and operations,0.64,1,26,1,0,0,18,1,0,1,4000.0,1,3,3,3,3,5,6,5,5,6,6,6,7,3,5,3,4,7.0,6.0,6.0,6.0,3.0,5.0,2.0,3,3,5,176.0
987,Software and IT services,0.86,0,25,0,1,0,29,0,0,1,0.0,0,4,5,5,3,4,4,4,5,4,7,7,5,4,1,4,2,,,,,,,,6,5,5,
988,Healthcare and nursing,0.35,1,25,0,0,0,26,0,0,1,0.0,0,3,2,1,3,1,1,1,3,2,2,3,3,6,3,3,3,,,,,,,,5,6,6,
989,Mechanical and civil engineering,0.42,0,24,0,1,0,20,1,0,1,4100.0,0,5,3,6,5,2,2,4,4,6,5,5,5,5,6,7,3,,,,,,,,4,3,3,
990,Education and training,0.55,1,24,0,0,0,12,0,1,0,0.0,1,4,4,4,6,6,5,4,3,3,5,4,4,5,5,4,6,5.0,7.0,5.0,4.0,2.0,4.0,2.0,6,5,6,25.0
991,Research and development,0.58,1,23,0,1,0,23,1,1,0,7600.0,1,4,4,4,4,2,5,4,4,1,3,3,1,4,3,5,5,6.0,5.0,6.0,5.0,5.0,4.0,7.0,7,4,4,39.0
992,Sales,0.48,0,26,1,0,0,3,0,0,0,0.0,1,5,3,6,4,4,4,4,3,4,5,4,6,4,4,5,4,5.0,6.0,7.0,7.0,6.0,5.0,6.0,5,5,4,49.0
993,Mechanical and civil engineering,0.42,0,27,1,0,1,4,1,1,1,10000.0,1,4,5,3,4,1,3,3,2,4,2,5,5,5,5,6,7,3.0,3.0,6.0,5.0,2.0,3.0,2.0,2,3,2,25.0
994,Research and development,0.58,1,22,0,0,0,15,1,0,0,7700.0,0,7,4,5,4,3,4,3,4,5,5,5,6,3,5,3,3,,,,,,,,3,4,4,
995,Mechanical and civil engineering,0.42,1,24,0,1,0,8,0,0,0,0.0,0,3,3,1,1,4,4,4,4,5,6,5,5,5,6,7,6,,,,,,,,5,6,4,
996,Sales,0.48,1,22,0,0,0,3,0,1,0,0.0,0,4,2,4,4,6,4,4,5,2,1,1,1,4,3,2,4,,,,,,,,3,2,4,
997,Healthcare and nursing,0.35,0,21,0,0,0,32,1,0,1,4600.0,0,3,2,2,1,1,2,2,1,3,2,3,4,5,4,6,6,,,,,,,,5,4,4,
998,Administrative and clerical,0.74,1,24,0,0,0,11,1,0,1,12300.0,0,5,5,5,6,4,5,5,4,3,2,4,2,5,4,6,5,,,,,,,,5,4,4,
999,Mechanical and civil engineering,0.42,1,23,0,0,0,27,1,1,1,5900.0,1,4,4,5,6,4,5,3,4,3,4,2,3,5,4,4,4,6.0,7.0,5.0,4.0,5.0,5.0,5.0,5,2,4,33.0
1000,Construction site management,0.22,1,24,0,0,1,14,1,1,1,7400.0,1,3,5,5,5,4,2,3,3,3,4,6,4,3,3,5,4,5.0,6.0,5.0,4.0,3.0,5.0,3.0,4,3,2,21.0
1001,Legal services,0.68,1,22,0,1,0,25,1,1,1,10600.0,1,5,4,4,2,3,2,2,4,5,5,4,7,4,2,2,3,4.0,5.0,6.0,4.0,4.0,6.0,5.0,3,4,5,23.0
1002,Hospitality and retail,0.25,1,24,0,1,0,36,1,1,1,4900.0,1,3,3,4,3,4,4,4,4,4,4,6,6,4,4,5,4,5.0,5.0,5.0,4.0,6.0,5.0,5.0,4,6,5,12.0
1003,Administrative and clerical,0.74,0,22,0,0,0,22,1,1,1,5900.0,1,3,3,4,3,4,3,3,3,5,4,5,4,3,2,3,2,4.0,3.0,4.0,4.0,3.0,4.0,6.0,3,4,2,22.0
1004,Design and creative services,0.66,1,22,0,0,0,24,1,1,0,5300.0,1,7,7,7,6,6,6,6,4,3,5,5,6,5,3,3,2,5.0,4.0,6.0,6.0,5.0,5.0,3.0,5,4,4,23.0
1005,Customer service and operations,0.64,1,23,0,0,0,3,0,1,1,0.0,0,4,3,2,3,2,3,4,3,4,2,3,2,6,7,6,7,,,,,,,,3,1,1,
1006,Public sector and institutions,0.5,1,21,0,0,0,35,1,0,1,6200.0,1,3,3,2,3,3,3,3,3,4,4,3,5,2,5,4,5,1.0,3.0,2.0,3.0,6.0,4.0,6.0,4,2,4,5.0
1007,Education and training,0.55,1,27,1,0,1,30,0,0,1,0.0,1,5,4,3,4,4,4,3,5,2,3,3,2,3,4,4,3,4.0,3.0,6.0,4.0,3.0,4.0,2.0,5,4,7,13.0
1008,Customer service and operations,0.64,1,22,0,1,1,14,1,0,1,2600.0,1,4,4,5,6,5,5,4,3,5,4,5,4,4,3,6,5,5.0,4.0,3.0,5.0,5.0,4.0,3.0,3,3,3,43.0
1009,Public sector and institutions,0.5,0,26,1,1,0,14,1,0,1,7200.0,1,4,3,5,4,5,2,2,3,5,5,4,3,5,5,6,6,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5,3,3,27.0
1010,"Banking, securities and finance",0.71,0,21,0,0,0,35,1,0,1,2300.0,1,5,6,4,6,4,5,5,5,3,4,3,2,4,6,5,4,6.0,5.0,6.0,5.0,7.0,7.0,7.0,6,7,7,12.0
1011,Public sector and institutions,0.5,0,22,0,1,1,3,1,0,0,12200.0,1,4,5,2,5,3,3,1,3,4,4,3,3,3,3,1,4,5.0,4.0,6.0,3.0,4.0,5.0,5.0,3,3,1,28.0
1012,Logistics and supply chain,0.33,0,25,0,0,0,17,0,1,1,0.0,1,3,3,4,4,5,5,5,5,4,4,4,4,2,4,4,4,4.0,6.0,5.0,4.0,5.0,4.0,3.0,4,2,2,32.0
1013,Software and IT services,0.86,1,21,0,0,0,17,0,0,1,0.0,1,7,6,5,6,6,6,6,5,2,2,5,3,5,3,4,5,3.0,1.0,2.0,1.0,5.0,6.0,6.0,3,2,4,10.0
1014,Administrative and clerical,0.74,0,22,0,1,1,21,0,0,1,0.0,0,4,6,4,4,4,4,4,4,4,2,3,4,6,4,4,4,,,,,,,,1,3,5,
1015,Research and development,0.58,1,25,0,1,0,7,1,0,0,8100.0,1,4,4,3,3,2,4,3,4,5,2,4,3,2,3,3,2,1.0,3.0,1.0,1.0,4.0,4.0,4.0,5,5,4,12.0
1016,Accounting and audit,0.82,1,22,0,0,0,23,0,1,0,0.0,1,4,5,5,5,2,4,4,3,1,2,1,1,4,5,7,5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3,4,3,9.0
1017,Administrative and clerical,0.74,0,25,0,0,1,5,1,1,1,4100.0,1,5,4,4,3,3,4,5,5,3,4,1,3,3,3,4,1,5.0,3.0,6.0,4.0,5.0,5.0,5.0,5,5,4,23.0
1018,Research and development,0.58,1,22,0,0,0,16,0,1,1,0.0,0,2,1,1,2,1,1,1,3,4,4,4,6,4,4,4,6,,,,,,,,4,5,5,
1019,Accounting and audit,0.82,1,25,0,0,0,25,0,0,1,0.0,1,5,4,5,5,4,2,2,3,6,5,4,4,5,4,7,5,7.0,6.0,7.0,7.0,3.0,4.0,3.0,4,5,1,158.0
1020,Software and IT services,0.86,1,26,1,1,0,21,0,0,0,0.0,1,6,5,5,6,5,7,6,5,4,2,5,3,5,2,3,4,3.0,5.0,3.0,5.0,6.0,6.0,4.0,2,2,4,20.0
1021,Administrative and clerical,0.74,1,21,0,0,0,20,1,1,1,8000.0,1,6,6,7,6,3,3,2,2,3,3,4,1,5,5,6,6,3.0,3.0,2.0,3.0,4.0,4.0,3.0,5,3,2,16.0
1022,Manufacturing operations,0.3,0,21,0,0,0,33,0,0,0,0.0,1,2,1,2,2,4,2,3,3,3,1,3,3,5,6,4,4,3.0,4.0,5.0,5.0,3.0,2.0,2.0,2,3,2,13.0
1023,Public sector and institutions,0.5,0,21,0,0,0,23,0,0,0,0.0,0,5,4,4,3,3,4,5,3,3,3,3,4,2,4,4,2,,,,,,,,6,4,4,
1024,Administrative and clerical,0.74,0,27,1,0,0,31,1,0,0,5800.0,0,3,5,3,3,4,3,2,2,4,3,3,4,5,5,4,3,,,,,,,,4,6,4,
1025,Administrative and clerical,0.74,0,21,0,0,1,9,1,0,0,6800.0,1,4,4,2,5,4,3,4,3,6,4,4,3,4,3,3,4,2.0,3.0,3.0,3.0,3.0,5.0,6.0,5,4,4,53.0
1026,Hospitality and retail,0.25,0,25,0,0,0,28,1,0,1,8600.0,0,3,3,3,3,2,3,1,2,3,3,1,3,4,4,5,4,,,,,,,,4,5,5,
1027,Marketing and e-commerce,0.6,1,24,1,0,0,31,1,0,1,4800.0,1,6,3,5,6,4,6,5,6,5,4,5,5,4,5,3,4,2.0,2.0,4.0,5.0,3.0,3.0,4.0,5,5,6,20.0
1028,Software and IT services,0.86,1,24,1,0,0,35,1,1,1,9400.0,1,5,4,5,6,4,3,3,4,3,3,2,4,4,5,3,5,3.0,4.0,6.0,5.0,3.0,4.0,3.0,1,2,3,53.0
1029,Software and IT services,0.86,1,22,0,0,0,14,0,1,1,0.0,1,4,5,4,5,2,2,3,3,6,7,6,6,5,5,4,3,2.0,1.0,2.0,3.0,2.0,3.0,6.0,3,4,4,10.0
1030,Administrative and clerical,0.74,1,25,0,0,1,6,1,0,1,5500.0,1,6,5,4,3,6,5,6,7,4,5,3,3,6,4,6,5,3.0,4.0,4.0,2.0,5.0,5.0,4.0,5,5,2,11.0
1031,Manufacturing operations,0.3,1,24,0,0,1,27,1,0,1,5300.0,1,2,3,3,1,3,2,2,2,5,4,5,4,5,4,5,5,4.0,3.0,4.0,3.0,2.0,3.0,2.0,6,4,5,27.0
1032,Public sector and institutions,0.5,1,25,1,1,1,22,0,0,1,0.0,1,6,5,4,2,4,4,6,5,3,3,4,2,2,3,2,3,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3,1,3,9.0
1033,Software and IT services,0.86,0,24,0,0,0,5,0,0,1,0.0,1,5,6,5,7,5,6,5,5,3,4,4,3,4,6,5,6,3.0,4.0,4.0,2.0,3.0,4.0,2.0,4,1,3,18.0
1034,Education and training,0.55,0,25,1,1,0,27,0,0,0,0.0,0,4,5,4,5,3,2,1,3,5,6,7,5,5,4,6,3,,,,,,,,5,4,5,
1035,Administrative and clerical,0.74,1,24,1,0,0,16,0,0,1,0.0,1,5,5,5,4,6,6,6,5,3,1,3,4,3,4,4,5,4.0,6.0,4.0,4.0,5.0,4.0,5.0,6,5,5,23.0
1036,Marketing and e-commerce,0.6,0,25,0,1,0,9,1,0,1,9000.0,1,2,4,3,4,4,4,4,4,6,5,5,6,3,2,4,3,5.0,5.0,6.0,5.0,2.0,3.0,2.0,5,2,3,9.0
1037,Construction site management,0.22,0,21,0,1,0,27,1,0,0,3100.0,1,4,4,1,3,2,2,2,2,1,3,3,3,4,4,2,5,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4,5,4,28.0
1038,Administrative and clerical,0.74,0,23,0,0,0,25,0,1,0,0.0,1,5,4,4,3,3,4,3,3,6,5,6,5,3,3,3,4,5.0,7.0,5.0,6.0,5.0,3.0,4.0,4,5,5,27.0
1039,Education and training,0.55,1,21,0,1,1,5,1,1,1,2600.0,1,2,3,4,1,4,3,4,5,2,3,1,3,7,5,6,5,4.0,5.0,5.0,2.0,4.0,4.0,3.0,7,4,7,20.0
1040,Education and training,0.55,0,22,0,0,1,17,0,1,0,0.0,0,2,4,5,5,5,4,6,5,6,6,6,5,4,5,7,6,,,,,,,,4,2,1,
1041,"Content, media and communication",0.76,1,21,0,0,0,28,1,0,1,8800.0,1,4,5,2,3,3,4,5,4,3,2,1,3,5,6,7,6,3.0,3.0,5.0,4.0,4.0,3.0,5.0,2,4,2,15.0
1042,"Content, media and communication",0.76,1,22,0,0,0,31,1,0,1,4900.0,1,5,6,6,6,4,4,3,5,3,5,5,3,5,3,6,5,5.0,5.0,3.0,6.0,4.0,5.0,5.0,6,4,5,51.0
1043,Software and IT services,0.86,1,24,0,1,0,35,1,0,1,6200.0,1,5,5,5,6,6,7,6,5,3,7,6,3,2,3,2,3,4.0,5.0,3.0,5.0,6.0,6.0,6.0,1,3,2,16.0
1044,Hospitality and retail,0.25,1,25,0,1,0,22,0,0,0,0.0,0,4,6,3,2,6,6,5,6,6,6,6,5,4,3,3,3,,,,,,,,2,4,3,
1045,Healthcare and nursing,0.35,0,22,0,1,1,32,1,1,1,8100.0,1,2,3,3,3,1,1,2,1,1,3,3,2,5,3,4,4,2.0,2.0,1.0,1.0,3.0,4.0,2.0,4,4,3,4.0
1046,Administrative and clerical,0.74,1,22,0,0,1,23,1,0,0,5100.0,1,5,3,3,3,5,5,5,6,3,5,3,4,3,4,5,5,6.0,3.0,4.0,4.0,5.0,4.0,6.0,2,3,4,9.0
1047,Software and IT services,0.86,0,21,0,1,0,21,0,1,0,0.0,1,4,3,4,4,2,2,2,3,3,3,3,4,3,3,2,3,4.0,4.0,5.0,3.0,3.0,2.0,2.0,5,6,5,15.0
1048,Marketing and e-commerce,0.6,1,25,0,0,1,13,1,0,0,4000.0,1,6,6,7,6,5,4,4,5,3,2,3,2,3,4,5,6,5.0,2.0,5.0,5.0,3.0,3.0,5.0,5,5,5,35.0
1049,Healthcare and nursing,0.35,1,22,0,1,0,28,0,1,0,0.0,1,3,3,3,4,5,5,4,5,6,6,6,6,2,2,3,2,3.0,6.0,5.0,6.0,4.0,6.0,4.0,2,5,3,80.0
1050,Public sector and institutions,0.5,0,24,1,1,1,31,0,0,1,0.0,1,4,3,3,2,3,3,3,3,4,3,3,3,7,4,5,5,4.0,4.0,4.0,5.0,3.0,2.0,4.0,6,6,6,18.0
1051,Sales,0.48,1,26,1,0,0,24,1,0,1,3800.0,1,4,3,3,4,4,3,3,3,3,4,4,4,5,5,6,5,4.0,4.0,5.0,5.0,2.0,3.0,2.0,2,3,5,38.0
1052,Mechanical and civil engineering,0.42,0,25,0,1,0,11,1,0,1,3500.0,0,2,1,1,3,2,3,4,3,2,4,3,3,3,2,4,5,,,,,,,,2,3,4,
1053,Mechanical and civil engineering,0.42,0,28,1,0,0,11,1,1,1,9300.0,1,3,4,4,5,4,5,5,4,5,6,7,7,5,4,5,6,6.0,6.0,7.0,7.0,4.0,4.0,4.0,5,4,5,120.0
1054,Manufacturing operations,0.3,0,25,0,0,0,33,1,1,0,9700.0,1,5,4,5,7,6,6,5,6,4,5,3,1,4,4,5,4,5.0,5.0,3.0,2.0,4.0,4.0,2.0,5,3,3,11.0
1055,Accounting and audit,0.82,1,21,0,0,0,33,0,0,1,0.0,1,5,5,4,5,2,5,3,3,2,3,3,4,5,5,5,5,2.0,2.0,2.0,3.0,3.0,4.0,6.0,5,4,4,9.0
1056,Accounting and audit,0.82,1,25,0,1,0,28,0,1,0,0.0,1,4,5,6,6,4,5,3,4,1,1,2,3,2,3,2,3,2.0,2.0,1.0,2.0,5.0,3.0,7.0,6,5,6,8.0
1057,Public sector and institutions,0.5,1,26,1,0,0,32,0,0,1,0.0,0,5,3,5,4,2,3,2,3,1,2,2,3,6,4,5,5,,,,,,,,2,5,4,
1058,Administrative and clerical,0.74,1,22,0,0,0,17,1,0,1,4300.0,1,4,4,2,4,6,4,7,5,4,3,2,2,5,5,7,5,5.0,6.0,6.0,6.0,4.0,5.0,5.0,4,6,4,38.0
1059,Hospitality and retail,0.25,0,25,1,1,1,5,1,0,0,10500.0,1,3,4,2,1,2,4,4,3,6,6,4,4,5,4,4,4,5.0,5.0,6.0,6.0,6.0,4.0,5.0,4,5,4,85.0
1060,Public sector and institutions,0.5,0,25,0,0,0,3,0,1,0,0.0,1,4,2,4,4,2,4,3,3,6,4,4,6,2,3,3,3,6.0,6.0,3.0,5.0,3.0,4.0,4.0,7,7,5,12.0
1061,Healthcare and nursing,0.35,1,26,1,0,0,13,1,0,1,9100.0,1,3,4,3,4,2,4,2,2,3,4,3,3,4,4,4,4,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3,3,3,44.0
1062,Research and development,0.58,1,21,0,0,0,4,0,0,1,0.0,1,5,3,4,4,2,3,5,4,2,4,2,2,6,5,5,6,6.0,4.0,5.0,5.0,5.0,2.0,6.0,5,5,5,41.0
1063,Legal services,0.68,1,24,0,1,1,3,1,0,0,4200.0,0,1,3,3,3,3,3,3,3,4,4,4,5,3,4,4,4,,,,,,,,3,5,2,
1064,Sales,0.48,0,22,0,1,1,6,1,1,1,4300.0,1,2,5,5,4,2,2,3,1,4,5,7,3,3,5,5,2,3.0,2.0,1.0,4.0,2.0,2.0,2.0,4,4,6,19.0
1065,Manufacturing operations,0.3,1,25,0,0,0,5,1,0,1,8500.0,1,5,2,3,6,4,3,4,4,3,2,4,3,7,4,6,6,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4,4,5,14.0
1066,Hospitality and retail,0.25,1,21,0,0,0,27,1,0,1,6300.0,0,2,3,1,2,3,5,3,5,5,7,5,7,4,7,4,5,,,,,,,,6,5,4,
1067,Software and IT services,0.86,1,21,0,1,0,25,1,0,1,5400.0,1,6,4,7,6,5,6,6,6,3,2,3,3,6,7,7,7,5.0,7.0,5.0,5.0,6.0,4.0,4.0,4,6,6,45.0
1068,Accounting and audit,0.82,0,24,0,0,1,29,1,0,0,4000.0,1,4,4,6,7,6,5,6,6,6,4,5,6,4,4,4,4,5.0,6.0,5.0,5.0,3.0,5.0,4.0,7,5,5,34.0
1069,Customer service and operations,0.64,0,28,1,1,0,24,1,0,1,6100.0,0,4,4,3,4,1,3,1,2,3,3,3,3,4,6,6,6,,,,,,,,2,4,6,
1070,Mechanical and civil engineering,0.42,1,25,0,1,0,21,0,0,0,0.0,0,5,4,4,4,4,4,6,5,5,5,4,5,6,7,6,4,,,,,,,,4,4,2,
1071,Accounting and audit,0.82,0,21,0,1,0,14,1,0,1,6000.0,1,2,3,3,1,4,3,5,3,6,6,6,7,2,1,2,3,3.0,4.0,3.0,2.0,4.0,5.0,4.0,5,6,5,11.0
1072,Customer service and operations,0.64,1,23,0,0,0,19,1,1,1,3700.0,1,5,5,5,6,4,4,3,5,3,6,4,5,2,3,3,4,3.0,5.0,3.0,4.0,3.0,1.0,4.0,6,4,6,15.0
1073,Administrative and clerical,0.74,0,24,0,0,1,36,1,0,1,5000.0,1,4,5,3,3,3,4,4,3,6,6,6,6,7,5,7,6,7.0,6.0,5.0,5.0,3.0,2.0,4.0,2,2,5,46.0
1074,Software and IT services,0.86,1,24,0,0,0,26,0,0,1,0.0,1,7,7,7,7,5,4,5,4,2,2,1,1,6,5,6,6,4.0,2.0,4.0,3.0,6.0,6.0,4.0,3,3,3,23.0
